Number,ID,Created At,Text,Sentiment,Likes
156,1.82E+18,Mon Jul 29 10:04:41 +0000 2024,"I suppose whoever were the concerned secretaries . No one bothered to check what caste they come from .your divisive agenda does not seem to have any limits 
#Budget2024 #Rahul_Gandhi #loksabha",-1,3
157,1.82E+18,Mon Jul 29 10:04:13 +0000 2024,"@INCIndia @RahulGandhi 
Can u find any OBC Or Minority Muslim in Budget Halwa ceremony during ur party regime. 

@BJP4India 
#LokSabha #Budget2024 https://t.co/CzC9o2L6Tb",-1,0
165,1.82E+18,Mon Jul 29 09:59:46 +0000 2024,"""There is nothing for us in the recent Budget 2024-25,"" say specially abled persons in Srinagar. The JK Handicapped Association of Kashmir protested over the recent budget.
#JammuAndKashmir #kashmir #Budget2024 #Srinagar https://t.co/17ZWMUyB11",-1,3
166,1.82E+18,Mon Jul 29 09:59:36 +0000 2024,"🏥 Union Budget 2024: Health sector sees marginal increase, with a focus on Ayushman Bharat and cancer drug affordability. 🏥 #Healthcare #Budget2024",1,0
167,1.82E+18,Mon Jul 29 09:59:25 +0000 2024,"Very true!
Middle class should teach a lesson to #ModiGovernment
#Budget2024",-1,1
168,1.82E+18,Mon Jul 29 09:59:05 +0000 2024,📢 Telangana presents ₹2.91 lakh crore budget focusing on guarantees and development. A big push for the state’s growth! 💰 #Telangana #Budget2024,1,0
169,1.82E+18,Mon Jul 29 09:58:43 +0000 2024,The Union Budget 2024-25 commits to substantial inititatives in capital and Entrepreneurship Reforms.  @_NSSIndia @narendramodi @YASMinistry @mansukhmandviya @khadseraksha #Yuva #BudgetForViksitBharat #Budget2024 #YouthEmpowerment https://t.co/IpJUKVXrXd,1,5
170,1.82E+18,Mon Jul 29 09:58:14 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 allocates ₹11.11 lakh crore for capital expenditure, including ₹1.5 lakh crore for interest-free state loans and ₹26,000 crore for road connectivity projects, boosting national infrastructure and connectivity.
via NaMo App",1,0
171,1.82E+18,Mon Jul 29 09:58:07 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 proposes a financial sector vision for the next 5 years and a climate finance taxonomy to boost capital availability for climate action.
via NaMo App",1,0
172,1.82E+18,Mon Jul 29 09:58:04 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 aims to elevate the Vishnupad and Mahabodhi Temple corridors to world-class status, develop Rajgir comprehensively, and restore Nalanda University while enhancing Nalanda as a tourist hub.
via NaMo App",1,0
173,1.82E+18,Mon Jul 29 09:57:32 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 announces the creation of the Anusandhan National Research Fund with a ₹1 lakh crore pool. This fund aims to boost private sector-led research and innovation, focusing on basic research and prototype development.
via NaMo App",1,0
174,1.82E+18,Mon Jul 29 09:57:28 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 introduces key land reforms: improved land administration, unique IDs for rural land parcels, and a new land registry for rural areas.
via NaMo App",1,0
175,1.82E+18,Mon Jul 29 09:57:23 +0000 2024,"#BudgetForViksitBharat
In labour reforms, the Union Budget 2024-25 proposes integrating the e-Shram portal with other platforms to offer a comprehensive labour services solution. This will include connecting job seekers with employers and skill providers.
via NaMo App",1,0
176,1.82E+18,Mon Jul 29 09:57:19 +0000 2024,"#BudgetForViksitBharat
Major boost for the space economy in the Union Budget 2024! The space sector will expand fivefold in the next decade, with an additional ₹1,000 crore announced to fuel growth and innovation.
via NaMo App",1,0
177,1.82E+18,Mon Jul 29 09:57:14 +0000 2024,"#BudgetForViksitBharat
Big news for tribal communities in the Union Budget 2024-25! The PM Janjatiya Unnat Gram Abhiyan will cover 63,000 villages and benefit 5 crore tribal people, marking a transformative step towards holistic development.
via NaMo App",1,0
178,1.82E+18,Mon Jul 29 09:56:22 +0000 2024,"@mansukhmandviya starts these job opportunites from your own family than to @BJP4India Leaders families to attract Common Man.
#BudgetReactions #Budget2024",0,0
179,1.82E+18,Mon Jul 29 09:56:10 +0000 2024,"In the Parliament, All Rahul Gandhi Does is Lie!

#Budget2024 
#BudgetForViksitBharat https://t.co/TW13LCdyDn",-1,2
180,1.82E+18,Mon Jul 29 09:56:08 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on expanding industrial infrastructure by developing new industrial parks in around 100 cities. Additionally, 12 industrial parks have been approved under the National Industrial Corridor Development Programme.
via NaMo App",1,0
181,1.82E+18,Mon Jul 29 09:55:59 +0000 2024,"The Union Budget 2024-25 brings exciting initiatives for the Manufacturing &amp; Services sectors, focusing on Youth &amp; MSMEs.  @_NSSIndia @narendramodi @YASMinistry @mansukhmandviya @khadseraksha #Yuva #Budget2024 #BudgetForViksitBharat #YouthEmpowerment https://t.co/J993iu4Cad",1,2
182,1.82E+18,Mon Jul 29 09:55:58 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024 announces a new platform for the Insolvency &amp; Bankruptcy Code, enhancing transparency and consistency. The IBC has resolved over 1,000 companies, achieving direct recovery of ₹3.3 lakh crore for creditors.
via NaMo App",1,0
183,1.82E+18,Mon Jul 29 09:55:31 +0000 2024,"The Union Budget 2024-25 commits to Labour Reforms.@YASMinistry @_NSSIndia
@mansukhmandviya @dcarthigueane
#Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthDevelopment https://t.co/6pGJ1HH2mp",1,5
184,1.82E+18,Mon Jul 29 09:55:03 +0000 2024,"LOP #RahulGandhi was asked to speak on #Budget2024 

Paapu was as usual childish, immature and speaking like a thug

Hasn't spoken a word on budget but everything bakwas",-1,0
188,1.82E+18,Mon Jul 29 09:52:10 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25 proposes: ₹3 lakh crore for women and girls' schemes, over 100 new India Post Payment Bank branches in the North East, and completion of the Polavaram Irrigation Project to ensure national food security.
via NaMo App",1,0
189,1.82E+18,Mon Jul 29 09:51:21 +0000 2024,"#RahulGandhi speaking up for #GodiMedia rights.

Hang your heads in shame spineless #GodiMedia for abusing Rahul Gandhi over decades.

#Budget2024",-1,0
190,1.82E+18,Mon Jul 29 09:51:20 +0000 2024,We should also ask why IPL is not taxed. What charity are they doing to provide exemption from paying tax. It is just destroying other formats of cricket!! First tax IPL which is milking cash from gullible spectators!! #IPL #Budget2024,-1,1
193,1.82E+18,Mon Jul 29 09:50:26 +0000 2024,📌 LoP #RahulGandhi plays “caste card” in #Budget2024 ; alleges bias towards SC/ST/OBC communities. #TNI #Insight #PiN #LokSabha #Parliament https://t.co/MAcPohf57q,-1,10
194,1.82E+18,Mon Jul 29 09:50:26 +0000 2024,"""This fight is between 'Shiv ki Baarat' and 'Chakravyuh'. We break down 'Chakravyuh', through MNREGA, green revolution, independence, constitution...You form 'Chakravyuh',"" says @RahulGandhi, LoP, Lok Sabha. 
#Budget2024 #RahulGandhi #Chakravyuh #LokSabha https://t.co/ebu4jOFKg4",1,145
195,1.82E+18,Mon Jul 29 09:49:31 +0000 2024,Best speech so far by LoP shri @RahulGandhi on budget 2024. Please listen on youtube channel 'Rahul Gandhi' and do subscribe for further speeches. #BudgetForViksitBharat #Budget2024 ka https://t.co/MldfGtV6jg,1,0
196,1.82E+18,Mon Jul 29 09:48:47 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 focuses on GYAN—Garib, Yuva, Annadata, and Nari—for holistic development. The PM Garib Kalyan Anna Yojana has been extended for five years, benefiting millions!
via NaMo App",1,0
200,1.82E+18,Mon Jul 29 09:47:17 +0000 2024,"Tremendous efforts by some to again divide the country on the basis of castes and religion. Clear example by someone today in Parliament
Instead deliberate on topics like: skill sets development, quality education etc.
 
#NoToCastePolitics #Budget2024 #SocialDiscrimination",-1,0
202,1.82E+18,Mon Jul 29 09:44:55 +0000 2024,"What does Union Budget, 2024-25 mean for Manipur?
By : Oinam Nabakishore Singh

One may further ask if Manipur does not matter at all in the scheme of the Union Government... 

Read full @ https://t.co/QQqJlUrfZK https://t.co/CoxSIKn4v0",0,0
204,1.82E+18,Mon Jul 29 09:41:21 +0000 2024,"#LokSabha: Atmosphere of fear prevails in country, oppn will break BJP's 'chakravyuh': Rahul Gandhi in LS
#RahulGandhi #Chakravyuh #UnionBudget2024 #budget
https://t.co/2d3FURzkmP",-1,0
205,1.82E+18,Mon Jul 29 09:41:14 +0000 2024,"Somehow I really hate how she is shamelessly smiling 

#LokSabha 
#RahulGandhi 
#adani 
#Ambani 
#NirmalaSitharaman 
#NarendraModi
#TaxRegime
#Budget2024 https://t.co/xtk5YA2YuP",-1,1
207,1.82E+18,Mon Jul 29 09:38:44 +0000 2024,"Day 115

MIdcpnifty -🥎

Rules broken - Yes

Today's trade - 0 marks for execution

#nifty #banknifty #midcpnifty #finnifty #sensex #optionbuying #OptionsTrading #selling #maxprofit #ATH  #SidhuMooseWala #Budget #Budget2024 #NirmalaSitharaman https://t.co/kH2g1Fe8Ji",,1
208,1.82E+18,Mon Jul 29 09:38:39 +0000 2024,"What @narendramodi  gave me in 10 years

Yes I pay the highest tax
And yes I believe in make in India
#Budget2024 https://t.co/nm9NZEs4QO",-1,0
209,1.82E+18,Mon Jul 29 09:38:34 +0000 2024,"Whilst discussing the recent budget announcements, our leader, Ashwin Jacob, Partner, Deloitte India, shared invaluable insights on the government's continued efforts towards revitalising the MSME sector.
#DeloitteOnBudget #BudgetUpdates #UnionBudget2024 #BudgetUnwrapped https://t.co/EvEgq9fWtt",1,0
210,1.82E+18,Mon Jul 29 09:38:32 +0000 2024,"@RahulGandhi takes a dig at Govt,labels Ambani, Adani as ‘A1 and A2’
#Budget2024 #RahulGandhi 
#Chakravyuh #LokSabha 
 https://t.co/iS85TLZwm8",0,0
211,1.82E+18,Mon Jul 29 09:38:22 +0000 2024,"The Union Budget 2024-25 commits to Capital and Entrepreneurship Reforms Financial sector vision will set the agenda for the next 5 years @YASMinistry @_NSSIndia @mansukhmandviya @dcarthigueane
 #Budget2024 #BudgetForViksitBharat #NSSIndia #budgetforyouth #yuva #YouthDevelopment https://t.co/0PXAI7nopv",1,3
212,1.82E+18,Mon Jul 29 09:38:19 +0000 2024,"Does this mean my tax bill will go upin the #Budget2024  against your pre-election promise??? 
#labourlies",-1,0
214,1.82E+18,Mon Jul 29 09:36:54 +0000 2024,"Rahul Gandhi Launches Scathing Attack On Modi Govt Over Budget 2024 | Lok Sabha LIVE
#RahulGandhi #LokSabha #ParliamentSession #budget2024 #zoomnews https://t.co/1dozPRkJQU",-1,1
215,1.82E+18,Mon Jul 29 09:36:15 +0000 2024,"PM Modi to address the inaugural session of ‘Journey Towards Viksit Bharat: A Post Union Budget 2024-25 Conference’ at Vigyan Bhawan, New Delhi on July 30 https://t.co/cHFTyGBLwq via @India News Diary https://t.co/JAFlcgWWrf",0,0
217,1.82E+18,Mon Jul 29 09:35:24 +0000 2024,"Why she onboarded the auto knowing that the driver is Muslim 
it was just for content.
This shows how muslims in the country are treated by so called chantanis

#LokSabha #RahulGandhi #adani #Ambani #NirmalaSitharaman #NarendraModi #TaxRegime #Budget2024 #farmers #msp",-1,3
218,1.82E+18,Mon Jul 29 09:34:40 +0000 2024,"#Maharashtra, the highest tax-paying state in India, was not mentioned once in the #Budget2024. #Inclusive growth means ensuring that #growth benefits everyone. Maharashtra should receive its fair share from the Union Government.",-1,1
219,1.82E+18,Mon Jul 29 09:34:19 +0000 2024,"This is very shocking to me!😳😳

GST on Bike - 28% 

GST on Helicopter- 5% 

As they say, Rick becomes Richer and Poor Becomes poorer!💯💯

Forward to your friends and family to make them aware!👇😳

#finance #Budget2024 #TaxRegime #gatiyasarkaar https://t.co/xlcdS83gcq",-1,0
220,1.82E+18,Mon Jul 29 09:34:16 +0000 2024,"Rahul Gandhi ji's fiery critique of Budget2024 resonates with many. 

He highlights the disconnect between govt's symbolism and actual policies⚡

#budget2024
#EconomicReality https://t.co/wz52wzkhrO",1,6
222,1.82E+18,Mon Jul 29 09:33:20 +0000 2024,"Watch how @RahulGandhi schooled @nsitharaman about the seriousness of the matter 

#LokSabha #RahulGandhi #adani #Ambani #NirmalaSitharaman #NarendraModi #TaxRegime #Budget2024 #farmers #msp https://t.co/c9cce9Px4h",-1,2
223,1.82E+18,Mon Jul 29 09:32:55 +0000 2024,"Rahul Gandhi’s savage attack on the Modi Govt🔥

Just like Abhimanyu was captured in Chakravyuh by 6 people 

India is captured by another Chakravuyh by 6 people- PM, HM, Ajit Doval, Adani, Ambani &amp; RSS Chief.
#Budget2024 https://t.co/YiggJSkhJ7",-1,110
224,1.82E+18,Mon Jul 29 09:32:48 +0000 2024,"Hi @RachelReevesMP I have found where that #Budget2024 blackhole has ""suddenly"" appeared from... https://t.co/6OH5NJ2Axc",0,8
228,1.82E+18,Mon Jul 29 09:32:13 +0000 2024,"Rahul Gandhi is roasting Rijiju like no one can ""Minister got the order to defend A-1 &amp; A-2"" 🔥

Things have changed and now BJP has to face everything they have done in the past 10 years. Karma is real 🔥🔥

#RahulGandhiVoiceOfIndia #Parliament #LokSabha #Budget2024 #KirenRijiju https://t.co/8ldjChT2WX",1,940
229,1.82E+18,Mon Jul 29 09:32:01 +0000 2024,"Union Budget 2024: IT channel partners express mixed feelings on budget announcements.

Read More: https://t.co/oS9sFwW01F

#UnionBudget2024  #ITChannelPartners #DigitalTransformation #TechInvestments #StartupSupport #DQChannelnews
#FinanceBill2024 #news https://t.co/StuFFR8JVF",0,0
230,1.82E+18,Mon Jul 29 09:31:36 +0000 2024,"Middle class people did ‘Thaali-Bajao’, &amp; ‘flashlight-jalao’ as directed by Modi but they have been stabbed in the back and their chest through this budget. 
LOP Neta Shri @RahulGandhi ji 
#Budget2024 https://t.co/CcsUIwR5Ku",-1,14
231,1.82E+18,Mon Jul 29 09:30:34 +0000 2024,"@AamAadmiParty @raghav_chadha @YouTube #Budget2024 @RahulGandhi... 

This one is Epic😂🤣

What is TDS?
Tax deducted by Sitharaman.

What is TCS?
Tax Collected by Sitaraman.

What is EPS?
Earnings paid to Sitaraman.

What is GST?
Goods and Sitharaman Tax https://t.co/RI2fb4tjCC",-1,0
232,1.82E+18,Mon Jul 29 09:30:23 +0000 2024,"According to current speaker of Lok Sabha, it is against Parliamentary rules and regulations to speak of or even mention Amba...er...A1 and A2 who are currently controlling airports, the telecom and other core infrastructure of India. #India #Budget2024 #BudgetForViksitBharat",-1,0
235,1.82E+18,Mon Jul 29 09:29:21 +0000 2024,"You can't change the rules during the game. If tax rules and indexing changes for investment, old investments should not be hurt. Arun Jaitley respected it. Current FM should do too. 
#Budget2024 
#fm
#fairness",-1,0
236,1.82E+18,Mon Jul 29 09:29:16 +0000 2024,"The Union Budget 2024-25 brings exciting initiatives for the Manufacturing &amp; Services sectors, focusing on Youth &amp; MSMEs.  

#Budget2024 #BudgetForViksitBharat  #BudgetForYouth

@YASMinistry @_NSSIndia @mansukhmandviya @khadseraksha https://t.co/RLCKCEUK7j",1,3
238,1.82E+18,Mon Jul 29 09:28:29 +0000 2024,"⚡BreakingNews 
 BJP is eating the halwa of the entire country...the rest of the public is not getting the halwa - Rahul Gandhi

#Parliament #Budget2024 #RahulGandhi #PMModi",-1,2
239,1.82E+18,Mon Jul 29 09:28:28 +0000 2024,"""LoP has hurt the dignity of the House"": Kiren Rijiju attacks Rahul Gandhi
#Budget2024 #RahulGandhi #Chakravyuh #LokSabha https://t.co/forRZLQqJg",-1,8
242,1.82E+18,Mon Jul 29 09:26:54 +0000 2024,"I can never insult anyone in my life, it is not my nature.

- LOP Rahul Gandhi 🔥
#Rahul_Gandhi #parliament #RahulGandhiVoiceOfIndia #Budget2024 https://t.co/xh9aX2heKc",0,9
243,1.82E+18,Mon Jul 29 09:26:52 +0000 2024,"I follow intelligent people on X across the ideological and political spectrum. 
Union Budget 2024 is where even the most ideologically and politically aligned supporters of BJP - have lost their patience with the government.",-1,1710
244,1.82E+18,Mon Jul 29 09:26:33 +0000 2024,"#FPI pump nearly ₹53,000 cr in July in the #IndianEquity and #BondMarket. Substantial investments were made considering strong #IndianEconomy, expected #PolicyReforms and good earnings season. FPIs also withdrew ₹7,000 cr in the last three trading sessions after #Budget2024. https://t.co/x5u6EZ96kq",1,23
245,1.82E+18,Mon Jul 29 09:26:15 +0000 2024,"As of today india is not country to live in for middle class salaried people.
 If you are below poverty line india is a country to live in , if you are rich and business class india is the country to live in.
#Budget2024 
@nsitharaman @PMOIndia @narendramodi",-1,0
246,1.82E+18,Mon Jul 29 09:24:29 +0000 2024,@AamAadmiParty @raghav_chadha @YouTube @RahulGandhi  wondering if her smile reflects arrogance or ignominy  or nervous smile #Budget2024  when the malicious intentions of her budget are being exposed by you https://t.co/PuUAAV9cX8,-1,1
247,1.82E+18,Mon Jul 29 09:22:43 +0000 2024,I can't believe that a child is now this countries leader of opposition. Forget intellectual opposition. Mr @RahulGandhi needs some advice from congress parties stalwarts on how to be a proper opposition leader. His points now feel like some third grade quarels. #Budget2024,-1,1
